testu_hitza	hitz_egokitua	lemma	mlv_lexeme	aingura	token_zbk	testuingurua-ezker	testu-hitza	eskuin-testuingurua
egin	ejin	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#178	4187	... kaptiba da bertzeren ; @ ene ditxak hala	egin	du ni gatibu bigaren ; @ gogo honez ...
egin	ejin	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#189	4466	... nakusen harena ere nigana , @ hutsik ezin	egin	nezan behin ere hargana . ...
egin	ejin	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#194	4593	... sar dakion bihotzian barrena , @ gogo hunez	egin	dazan desiratzen dudana . ...
egin	ejin	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#225	5185	... — « Ez dut	egin	gaizkirik ukeiteko perilik . @ ez etare zerengatik ...
egin	ejin	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#249	5478	... bana Jeinkoaren nuzu beldurtu , @ sobera digizi	egin	bekatu. » ...
egin	ejin	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#263	5687	... — « Orai	egin	duzu nahi duzuna , @ eman darautazu ahalgeizuna ...
egin	ejin	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#273	5862	... — « Gaizki	egin	dadinian . jendek sarri dakite , @ ene ...
egin	ejin	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#290	6282	... dira handi eta xipia ; @ norkbait ere	egin	deraut malizia handia ; @ haier hura , ...
egin	ejin	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#292	6317	... Jangoikoa ,	egin	dizit zure kontra bekatu ; @ haiez nahi ...
egin	ejin	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#294	6405	... Ene etsaiak , galdu ustean , ene hona	egin	dik . ...
egin	ejin	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#295	6416	... , ni are nago bizirik ; @ ongi	egin	uste baitut ohorezki jalgirik , @ gaitza nola ...
egin	ejin	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#297	6496	... xahutu ; @ Jangoikoak nitzaz ere hala agian	egin	du . ...
egin	ejin	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#301	6601	... hiri hel ez dadia : @ berrzer argi	egin	eta erratzen dik buruia . ...
egin	ejin	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#302	6607	... Hiri	egin	badaraie bidegabe handia , @ Jeinkoari gomend ezak ...
egina	ejina	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#106	2480	... faltaz gal ez dadin , otoi , zure	egina	, @ bekhaturik garbitzazu , otoi , gure ...
egina	ejina	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#175	4164	... . @ Zeren ez du ezagutzen hala ongi	egina	? ...
egina	ejina	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#262	5685	... ez dukeiela . @ Hitzak haribira , dugun	egina	! » ...
egina	ejina	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#293	6360	... armatu , @ gogo honez nahi dizit zure	egina	laudatu @ eta etsaiak didan pena pazientki haritu ...
eginagatik	ejinagatik	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#216	5063	... desonesta den gauzarik ; @ pot bat niri	eginagatik	, ez zinduke laidorik. » ...
eginak	ejinak	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#3	132	... igorten darauritzut euskarazko kopla batzu ene ignoranziaren araura	eginak	. Zeren , jauna , haiek ikusirik eta ...
eginak	ejinak	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#288	6216	... nihaur jin niz eskura ; @ ene untsa	eginak	ere orai oro gaitz dira ; @ haren ...
eginaz	ejinaz	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#58	1331	... , @ dolu dizit eta damu zure kontra	eginaz	. ...
eginaz	ejinaz	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#182	4294	... batori ahal duket ezetare berzia ; @ lan	eginaz	esker gaixto , galdu irabazia , @ bertzerenzat ...
eginen	ejinen	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#43	1008	... bertan oro barkatu ; @ eta agian hik	eginen	bertan berriz bekatu . ...
eginen	ejinen	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#48	1108	... Orduian zer	eginen	dut , gaixo bekataria ? @ Arartekoak faltaturen ...
eginen	ejinen	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#84	1913	... izanen ehon ere lekurik ; @ agertzera nork	eginen	ordu hartan batirik ? @ Mundu oro egonen ...
eginen	ejinen	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#94	2189	... egonen da airian gora jarririk , @ bekatorer	eginen	du arrangura handirik @ haren hitzak ezarriren oro ...
eginen	ejinen	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#217	5087	... » @ — « Horrein gaitz ziraden gero	eginen	dut bertzerik : ...
eginez	ejinez	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#293	6344	... Zuganako huts	eginez	nahi banuzu punitu , @ errege eta bertze ...
eginik	ejinik	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#83	1899	... : @ « hire kontra heben gituk ihaurorrek	eginik	» . @ Gaizkienik kontra date konzienza barnetik ...
eginik	ejinik	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#96	2240	... orit bizi zinetenian ; @ hanbat ongi nik	eginik	zuier zuien mendian , @ esker honbat ukhen ...
egiteko	ejiteko	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#3	185	... zerbait doktrina , eta plazer hartzeko , solaz	egiteko	, kantatzeko eta denbora igaraiteko materia , eta ...
egiteko	ejiteko	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#28	604	... alteratu gabetarik zure fede sainduian @ gauzen untsa	egiteko	neure azken finian . ...
egiteko	ejiteko	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#29	621	... bekatuiez ukeiteko bide dudan doluia , @ perfektuki	egiteko	neure konfesionia , @ neure bekatuiez oroz dudan ...
egiteko	ejiteko	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#50	1175	... oso giren artian , @ gero ez dugun	egiteko	hezaz azken finian ; @ arimaz aski egiteko ...
egiteko	ejiteko	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#50	1181	... egiteko hezaz azken finian ; @ arimaz aski	egiteko	badukegu orduian . ...
egiteko	ejiteko	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#62	1370	... hona , gogo dizit garizuma denian @ egiazki	egiteko	neure konfesionia , @ baietare konplitzeko didan penitenzia ...
egiteko	ejiteko	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#88	2050	... penitenzia , @ egun hartan gero ez dugun	egiteko	handia . ...
egiteko	ejiteko	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#118	2722	... irabaz Jeinkoaganik indar eta grazia , @ bekatuiez	egiteko	untsa penitenzia @ eta gero bertutetan deramadan bizia ...
egiteko	ejiteko	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#305	6679	... Jangoikoa , orai dizit	egiteko	handia : @ hiri honetan heriotzez hiltzen duzu ...
egiten	ejiten	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#32	692	... Goiz et arrats	egiten	duk buluz eta beztitzia . @ gorputzaren zerbitzutan ...
egiten	ejiten	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#35	775	... Person oro hil denian hirur zati	egiten	: @ gorputzori usteltzera lur hotzian egoizten , ...
egiten	ejiten	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#156	3695	... Orai	egiten	diraden gaizki handiegatik @ Jeinkoak ondatu zukeien lur ...
egiten	ejiten	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#175	4156	... duiena ? @ Ez da gizon naturazko hala	egiten	duiena . @ Zeren ez du ezagutzen hala ...
egiten	ejiten	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#303	6640	... desiratuz gaixtoari hel dakion gaizkia ; @ Jeinkoari	egiten	duk injuria handia : @ hura borrer egiten ...
egiten	ejiten	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#303	6646	... egiten duk injuria handia : @ hura borrer	egiten	duk , juje heure buruia . @ ...
egitera	ejitera	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#2	59	... asaiatu bere lengoaje propriaren faboretan heuskaraz zerbait obra	egitera	eta eskributan imeitera , zeren ladin publika mundu ...
egitera	ejitera	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#3	206	... haren abanzatzeko eta obligato giren guziak Jeinkoari otoitz	egitera	, dizun mundu honetan prosperoki bizia eta bertzian ...
egitez	ejitez	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#296	6438	... Ongi	egitez	gaitz sofrituz behar dugu salbatu ; @ pena ...
egitia	ejitia	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#32	710	... @ etzaiala , otoi , neke gauza hoien	egitia	, @ egun oroz ezin bada aste oroz ...
egitia	ejitia	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#271	5832	... erraitia zuri eman ez duzu ; @ gaixteria	egitia	laido dela dakizu ; @ ni erhoa , ...
egitia	ejitia	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#280	6052	... axola ; @ bortxaz ere gaizki bano hongi	egitia	hobe da ; @ nihaurk ere utziren dut ...
egitiaz	ejitiaz	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#58	1314	... , aitortzen dut bekatore nizala @ eta gaizki	egitiaz	ogen handi dudala ; @ nik baitzitut ofensatu ...
egitiaz	ejitiaz	ea	https://monumenta.wikibase.cloud/wiki/Lexeme:L18127	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#273	5869	... . jendek sarri dakite , @ ene gaizki	egitiaz	enek laido lukeite ; @ zu eta ni ...
egoitea	egoitea	hego	https://monumenta.wikibase.cloud/wiki/Lexeme:L18898	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#306	6717	... Libertatia nola baita gauzetako hobena , @ gatibutan	egoitea	hala pena gaitzena . @ Ni bezala ez ...
egoiteko	egoiteko	hego	https://monumenta.wikibase.cloud/wiki/Lexeme:L18898	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#200	4699	... nuien frangoki , @ ezein ere beldur gabe	egoiteko	zureki . ...
egoitia	egoitia	hego	https://monumenta.wikibase.cloud/wiki/Lexeme:L18898	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#160	3782	... arizki eta desoneski baitituzte aipatzen , @ ixilika	egoitia	ederrago litzate ; @ andrek gizoneki bezi hutsik ...
egoitiaz	egoitiaz	hego	https://monumenta.wikibase.cloud/wiki/Lexeme:L18898	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#198	4643	... hargana hanbat dizit amorio handia , @ harekila	egoitiaz	ezpaneinde enoia ; @ harganiko partitzia ene eihargarria ...
egoiztea	egoiztea	hego	https://monumenta.wikibase.cloud/wiki/Lexeme:L18898	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#287	6202	... dabilela ahal bailedi segura ; @ daitza apart	egoiztea	beti ere hobe da . ...
egoizten	egoizten	hego	https://monumenta.wikibase.cloud/wiki/Lexeme:L18898	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#35	780	... zati egiten : @ gorputzori usteltzera lur hotzian	egoizten	, @ unharzuna ahaidiek bertan dute partitzen , ...
egon	egon	egon	https://monumenta.wikibase.cloud/wiki/Lexeme:L18945	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#54	1264	... izigarri , ezein pausu gabia ; @ sekulakoz	egon	behar hango sugar bizian ; @ zuhur denak ...
egon	egon	egon	https://monumenta.wikibase.cloud/wiki/Lexeme:L18945	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#283	6103	... gauza nola jinen zen , @ Bearnora gabetarik	egon	ahal hintzanden . ...
egon	egon	egon	https://monumenta.wikibase.cloud/wiki/Lexeme:L18945	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#292	6336	... , nik ez dizit faltatu , @ zeren	egon	behar dudan heben hanbat gatibu . @ ...
egon	egon	egon	https://monumenta.wikibase.cloud/wiki/Lexeme:L18945	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#320	6825	... Oraidano	egon	bahiz @ inprimitu bagerik , @ hi engoitik ...
egonen	egonen	egon	https://monumenta.wikibase.cloud/wiki/Lexeme:L18945	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#83	1878	... Juje jauna iraturik	egonen	da gainetik , @ irestera apaindurik ifernuia azpitik ...
egonen	egonen	egon	https://monumenta.wikibase.cloud/wiki/Lexeme:L18945	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#84	1919	... eginen ordu hartan batirik ? @ Mundu oro	egonen	da haien kontra jarririk , @ sainduak ere ...
egonen	egonen	egon	https://monumenta.wikibase.cloud/wiki/Lexeme:L18945	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#84	1929	... jarririk , @ sainduak ere ordu hartan oro	egonen	ixilik , @ jujeak ere ez enzunen ezein ...
egonen	egonen	egon	https://monumenta.wikibase.cloud/wiki/Lexeme:L18945	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#93	2159	... oro iganen da hertan goiti airian @ eta	egonen	eskoinetik jujearen aldean : @ bekatoreak dolorezki sugarrian ...
egonen	egonen	egon	https://monumenta.wikibase.cloud/wiki/Lexeme:L18945	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#94	2183	... jauginen da rigoroski sainduieki zerutik ; @ Josafaten	egonen	da airian gora jarririk , @ bekatorer eginen ...
egonen	egonen	egon	https://monumenta.wikibase.cloud/wiki/Lexeme:L18945	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#105	2438	... da ebiliren hantik harat iagoitik , @ iguzkia	egonen	da orienten geldirik , @ ilargia okzidenten begiz ...
egonen	egonen	egon	https://monumenta.wikibase.cloud/wiki/Lexeme:L18945	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#275	5920	... bandia duzu , @ orai duzun penegatik zuria	egonen	duzu ; @ horrelako banitatez niri segur uztazu ...
egotzi	egotzi	egotzi	https://monumenta.wikibase.cloud/wiki/Lexeme:L19041	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#95	2213	... armaturik jendia , @ hitz huts batez iziturik	egotzi	tu lurrian ; @ jujazera dauginian majestate handian ...
egun	egun	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#9	314	... Zeren Jeinkoa	egun	oroz ongi ari baizaigu , @ guk ere ...
egun	egun	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#26	560	... debozionia ; @ zein sainduren besta daten orit	egun	berian @ eta noren izenetan fundatu den eliza ...
egun	egun	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#32	711	... otoi , neke gauza hoien egitia , @	egun	oroz ezin bada aste oroz igandian . @ ...
egun	egun	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#49	1150	... doa luzamenduiaz , @ seguraturik ehork ez du	egun	baten bizia . ...
egun	egun	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#50	1155	... Gu girade	egun	oroz herioaren azpian ; @ behar dugu prest ...
egun	egun	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#65	1444	... Regla ezak	egun	oroz onsa heure etxia ; @ eure gauza ...
egun	egun	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#71	1587	... bekatutan bizi dira beti bere aisira ; @	egun	hartan gal ezkiten aitzinetik begira , @ han ...
egun	egun	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#81	1831	...  	Egun	hartan juje date mundu ororen jabia , @ ...
egun	egun	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#84	1938	... ere ez enzunen ezein ere otoik ; @	egun	harzaz orit giten , otoi , hara gaberik ...
egun	egun	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#85	1947	... Non dirate	egun	hartan hebengo jaun erregiak @ duke konde , ...
egun	egun	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#87	2008	... eta ardioroz eman behar han konduia ; @	egun	hartan handiena izanen da erratuia @ eta bardin ...
egun	egun	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#88	2022	... Afer date	egun	hartan hari apelatzia @ ehon ere ez dazagu ...
egun	egun	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#88	2045	... otoi , orok egin orai penitenzia , @	egun	hartan gero ez dugun egiteko handia . @ ...
egun	egun	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#105	2447	... @ ilargia okzidenten begiz begi jarririk ; @	egun	honek iraunen du eben eta iagoitik , @ ...
egun	egun	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#164	3888	... hark haz ez baginitza ; @ haziz gero	egun	oroz behar haren aiuta . ...
egun	egun	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#234	5290	... — « Orai	egun	batetan zenaudela pensetan , @ hanbat zuzaz amoratu ...
egun	egun	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#263	5701	... dut neure fortuna , @ zeren jin bainendin	egun	zugana. » ...
egunari	egunari	egunari	https://monumenta.wikibase.cloud/wiki/Lexeme:L19080	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#138	3207	... oihanetan itzalori , lur guzian belarra , @	egunari	iguzkia , gau beltzari iluna @ lehen faltaturen ...
egunaz	egunaz	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#143	3340	... ebili niz anitzetan erorik , @ gaoaz eta	egunaz	ere hotzik eta berorik ; @ loa galdu ...
egunaz	egunaz	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#172	4080	... guzietan guziz gauza emia ; @ gaoaz eta	egunaz	ere badu plazer handia ; @ harzaz gaizki ...
egunaz	egunaz	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#190	4480	... hain ederrik sortu zen , @ gaoaz eta	egunaz	ere gaizki nizi penatzen ; @ harekila bat ...
egundano	egundano	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#79	1774	...  	Egundano	ez da izan , ez izanen jagoitik , ...
egundano	egundano	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#113	2610	... bertute eta hon guzien tesorera handia , @	egundano	bekatutan makulatu gabia , @ bertutetan segitzeko egidazu ...
egundano	egundano	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#147	3450	...  	Egundano	ez da izan ez izanen jagoitik @ bekatore ...
egundano	egundano	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#279	6007	...  	Egundano	izan daia ni bai dixatakorik ? @ Ni ...
egunetan	egunetan	egun	https://monumenta.wikibase.cloud/wiki/Lexeme:L19077	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#218	5092	... Bizi nizan	egunetan	, bada , ez zitut utziren ; @ ...
eguraldi	eguraldi	eguraldi	https://monumenta.wikibase.cloud/wiki/Lexeme:L19114	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#53	1239	... ditu ardiak arratsaldian , @ leku honerat eramaiten	eguraldi	gaitzian ; @ batbederak pensa beza arimaren gainian ...
egurra	egurra	egura	https://monumenta.wikibase.cloud/wiki/Lexeme:L19113	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#165	3906	... , @ eri denian andre gabe galdu gizon	egurra	; @ hil badadi hura nola , nor ...
ehoki	ehoki	ehoka	https://monumenta.wikibase.cloud/wiki/Lexeme:L20716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#197	4629	... dira hareki ; @ haren irudi ederrori begietan	ehoki	, @ hartzaz orit nadinian bihotza doat ebaki ...
ehon	ehon	eho	https://monumenta.wikibase.cloud/wiki/Lexeme:L20707	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#38	842	...  	Ehon	ere ez dakusat bain laxo den artzainik , ...
ehon	ehon	eho	https://monumenta.wikibase.cloud/wiki/Lexeme:L20707	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#73	1640	... jende oro bat dakion Josafaten bildurik ; @	ehon	ere ehor ere eskapatu gaberik @ zeru eta ...
ehon	ehon	eho	https://monumenta.wikibase.cloud/wiki/Lexeme:L20707	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#84	1908	... Estalzeko ez izanen	ehon	ere lekurik ; @ agertzera nork eginen ordu ...
ehon	ehon	eho	https://monumenta.wikibase.cloud/wiki/Lexeme:L20707	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#88	2026	... Afer date egun hartan hari apelatzia @	ehon	ere ez dazagu jaunik bere gainian ; @ ...
ehon	ehon	eho	https://monumenta.wikibase.cloud/wiki/Lexeme:L20707	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#153	3619	...  	Ehon	ere gaitzik ez da zuk ken ez dirozunik ...
ehon	ehon	eho	https://monumenta.wikibase.cloud/wiki/Lexeme:L20707	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#210	4889	...  	Ehon	ere ez dakusat nihaur bezain erorik : @ ...
ehon	ehon	eho	https://monumenta.wikibase.cloud/wiki/Lexeme:L20707	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#304	6670	... hartan ez dakidik eskusarik balia . @ Erakustak	ehon	ere nor den ogen gabia . @ ...
ehor	ehor	eho	https://monumenta.wikibase.cloud/wiki/Lexeme:L20707	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#44	1034	... orotara haren potestatia ; @ ezi eskapa bari	ehor	, dauginian manuia . ...
ehor	ehor	eho	https://monumenta.wikibase.cloud/wiki/Lexeme:L20707	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#51	1196	... @ salba bano damnatzeko perileko punduian ; @	ehor	fida ez dadila , otoi banitatian ; @ ...
ehor	ehor	eho	https://monumenta.wikibase.cloud/wiki/Lexeme:L20707	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#68	1526	... ohora izak bizi , izan luzeki ; @	ehor	ero ez dazala ezetare gaitzetsi ; @ nork ...
ehor	ehor	eho	https://monumenta.wikibase.cloud/wiki/Lexeme:L20707	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#73	1642	... bat dakion Josafaten bildurik ; @ ehon ere	ehor	ere eskapatu gaberik @ zeru eta lur guzia ...
ehor	ehor	eho	https://monumenta.wikibase.cloud/wiki/Lexeme:L20707	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#131	3027	... beterik ; @ haren amore izateko ez da	ehor	dignerik ; @ untsa zerbitza dazagun maite gitu ...
