testu_hitza	hitz_egokitua	lemma	mlv_lexeme	aingura	testuingurua
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Baña oraingo Christoren escuelarrac, aiñ sendo dirala fedean, ain ceruco indarrez, suz, arguiz beteac daudela, onelaco anayac utseguitea, escuelara bague, echean, jolasean, jocoan, lotan, eizean ibiltea, hori bai, lizatequeala gauza itsusi, ta damugarri.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Berriz ere esango lioque amac semeari, norc nizas contu iduquico deu, norc zaituco nau ni? Bearrenac igues diazquit, nola etorrico zaizquit besteac? ceregandu dituzunac, eztira malmetitzen, ezteue nizaz casoric eguiten, ta cer contu besteac eguingo deue nizaz? ta orra non Escuelaco anayac ere gozatuco ez lequizquioen Virgiñari bere doloreac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Edolaric izango aldira beste asco, Virgiñaz contu deueenac, ta áurrenez nere iritzian bearco deue Christoren Escuelarrac, aren batzarre (ballerá) santu au compontzen deueenac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Badacust gaurco euangelioan Virgiña gurutzearen ondoan, baña eztacust beste lagunic, ezpada San Juan, ta beste emacume bi.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Etzigoen bada Christori jarraitzen beste ascoc, ta aurrenez bere amabi Apostolu santuac? ala da eguia.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Non dabiltza bada, edo non ondatu dira? nola eztaude Virgiñarequin gurutzearen ondoan? eta besteac lagun eguingo ezpacigoen ere, cergatic eguin bear eztigoe bere escuelarrac, beretzat beregandu cituan amabi anay santuac? Non dabiltza? non ibillico dira? batac saldu, ta besteac ucatu deu, ta gañeracoac joan zaizca igues, utzitzen deueela bacarric bere etsaien artean.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Ez alda Azcoitico Escuela santa onetan orrelacoric icusico: ezta emen izango ez Christo saltzen, ez ucatzen deuanic, ez Escuelatic igues dabillenic, ez Virgiña bacar utzitzen deuanic.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Baña oraingo Christoren escuelarrac, aiñ sendo dirala fedean, ain ceruco indarrez, suz, arguiz beteac daudela, onelaco anayac utseguitea, escuelara bague, echean, jolasean, jocoan, lotan, eizean ibiltea, hori bai, lizatequeala gauza itsusi, ta damugarri.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Berriz ere esango lioque amac semeari, norc nizas contu iduquico deu, norc zaituco nau ni? Bearrenac igues diazquit, nola etorrico zaizquit besteac? ceregandu dituzunac, eztira malmetitzen, ezteue nizaz casoric eguiten, ta cer contu besteac eguingo deue nizaz? ta orra non Escuelaco anayac ere gozatuco ez lequizquioen Virgiñari bere doloreac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Ez nuque nai, iñor ajola, ta ardura bague onetan erori litequean; cergatic hori balanzaren beste aldean ifinten badegu, nere iritzian aiñ astun izango da, ta aiñ damugarri Virgiñarentzat, nola esan ditugun dolore guztiac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Cein da guizona, balecus Christoren ama alaco penaz, negar eguingo ez leuqueana? ez lizateque guizona, bai aberé, bai zembor, bai arcaitzen bat.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Baña Eleiza Santea, zeure colcoan, zeure barrutian, emen Azcoitian, badira guizon ta emacume ascó, ez erruquiric, ez damuric, ez miñic, ez guichien dan sentimenduric deueenac, Virgiña icusiagatic doloreen gueieguiaz gañez eguinic.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Cer digot, damuric ta erruquiric ezteueenac? asco ta asco dira emen ajola ta ardura bagueac, Virgiña ala icusiaz, barrez, ta atseguiñez, ta pozic daudenac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Ez Eleiza santea, eztira Juduac, christauac derizte: eztira demonioac, arenac bai; eztira abereac, bai aec baño latz gogorragoac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Cein da guizona, balecus Christoren ama alaco penaz, negar eguingo ez leuqueana? ez lizateque guizona, bai aberé, bai zembor, bai arcaitzen bat.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Baña Eleiza Santea, zeure colcoan, zeure barrutian, emen Azcoitian, badira guizon ta emacume ascó, ez erruquiric, ez damuric, ez miñic, ez guichien dan sentimenduric deueenac, Virgiña icusiagatic doloreen gueieguiaz gañez eguinic.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Cer digot, damuric ta erruquiric ezteueenac? asco ta asco dira emen ajola ta ardura bagueac, Virgiña ala icusiaz, barrez, ta atseguiñez, ta pozic daudenac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Ez Eleiza santea, eztira Juduac, christauac derizte: eztira demonioac, arenac bai; eztira abereac, bai aec baño latz gogorragoac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Cein da guizona, balecus Christoren ama alaco penaz, negar eguingo ez leuqueana? ez lizateque guizona, bai aberé, bai zembor, bai arcaitzen bat.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Baña Eleiza Santea, zeure colcoan, zeure barrutian, emen Azcoitian, badira guizon ta emacume ascó, ez erruquiric, ez damuric, ez miñic, ez guichien dan sentimenduric deueenac, Virgiña icusiagatic doloreen gueieguiaz gañez eguinic.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Cer digot, damuric ta erruquiric ezteueenac? asco ta asco dira emen ajola ta ardura bagueac, Virgiña ala icusiaz, barrez, ta atseguiñez, ta pozic daudenac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Ez Eleiza santea, eztira Juduac, christauac derizte: eztira demonioac, arenac bai; eztira abereac, bai aec baño latz gogorragoac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Cein da guizona, balecus Christoren ama alaco penaz, negar eguingo ez leuqueana? ez lizateque guizona, bai aberé, bai zembor, bai arcaitzen bat.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Baña Eleiza Santea, zeure colcoan, zeure barrutian, emen Azcoitian, badira guizon ta emacume ascó, ez erruquiric, ez damuric, ez miñic, ez guichien dan sentimenduric deueenac, Virgiña icusiagatic doloreen gueieguiaz gañez eguinic.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Cer digot, damuric ta erruquiric ezteueenac? asco ta asco dira emen ajola ta ardura bagueac, Virgiña ala icusiaz, barrez, ta atseguiñez, ta pozic daudenac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Ez Eleiza santea, eztira Juduac, christauac derizte: eztira demonioac, arenac bai; eztira abereac, bai aec baño latz gogorragoac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Cein da guizona, balecus Christoren ama alaco penaz, negar eguingo ez leuqueana? ez lizateque guizona, bai aberé, bai zembor, bai arcaitzen bat.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Baña Eleiza Santea, zeure colcoan, zeure barrutian, emen Azcoitian, badira guizon ta emacume ascó, ez erruquiric, ez damuric, ez miñic, ez guichien dan sentimenduric deueenac, Virgiña icusiagatic doloreen gueieguiaz gañez eguinic.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Cer digot, damuric ta erruquiric ezteueenac? asco ta asco dira emen ajola ta ardura bagueac, Virgiña ala icusiaz, barrez, ta atseguiñez, ta pozic daudenac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Ez Eleiza santea, eztira Juduac, christauac derizte: eztira demonioac, arenac bai; eztira abereac, bai aec baño latz gogorragoac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Cein da guizona, balecus Christoren ama alaco penaz, negar eguingo ez leuqueana? ez lizateque guizona, bai aberé, bai zembor, bai arcaitzen bat.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Baña Eleiza Santea, zeure colcoan, zeure barrutian, emen Azcoitian, badira guizon ta emacume ascó, ez erruquiric, ez damuric, ez miñic, ez guichien dan sentimenduric deueenac, Virgiña icusiagatic doloreen gueieguiaz gañez eguinic.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Cer digot, damuric ta erruquiric ezteueenac? asco ta asco dira emen ajola ta ardura bagueac, Virgiña ala icusiaz, barrez, ta atseguiñez, ta pozic daudenac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Ez Eleiza santea, eztira Juduac, christauac derizte: eztira demonioac, arenac bai; eztira abereac, bai aec baño latz gogorragoac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Ez Eleiza santea, eztira Juduac, christauac derizte: eztira demonioac, arenac bai; eztira abereac, bai aec baño latz gogorragoac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Bada, ene christauac, cer juicio zuezaz eguin aldaguiquet adiuntza onetan? Icusten dezue, Virgiña doloreen gueieguiaz ozta bici dala, cerren bere seme bacarrari bicia quendu dioen.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Otsa banatu da munduan, il deueela zuen pecatuacgatic, eztira oec edo- ceiñ moduzco esamesanac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Eta dalaric au eguia, eztezue arduraric artzen, ta guezurra baliz bezala, pecatu eriozcoan ondaturic zaute: ez lengoacgatic negar, bai berriro beste asco eguiten diarduzute.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Eta cer da au, ezpada adierazotzea, atseguiñ dezuela Christo gure Jauna illic icustea: badiozue, ondo dagocala, il dedilla, naibadeu, ala nai dezuela, ta naiz eztanda daguiela, baita il ere dedilla dolorez, ta miñez Virgiña guciz santea.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Bay bai, badira emen asco onezaz alegratzen diranac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Cergatic? cergatic eztan bere biotza dolorez urratzen, ta bere bularra golpez zatitzen deuanic: cergatic eztan negar eguiten deuanic Christo illic, ta Virgiña dolorez icusiaren damuz, ta urriquemenduz.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Ta possible ote da, au esan dedilla eguiaz, ta zeuen biotzac icararic artu eztezaela? nai ote dezue, ots deshonragarri au zuecgatic banatzea, ta zeuen contura joan ditezen Christoren eriotzea, ta bere amaren doloreac? ez arren, neure christau onac, ez Christoren odolagatic, ez Ama Virgiñaren doloreacgatic.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Bada, ene christauac, cer juicio zuezaz eguin aldaguiquet adiuntza onetan? Icusten dezue, Virgiña doloreen gueieguiaz ozta bici dala, cerren bere seme bacarrari bicia quendu dioen.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Otsa banatu da munduan, il deueela zuen pecatuacgatic, eztira oec edo- ceiñ moduzco esamesanac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Eta dalaric au eguia, eztezue arduraric artzen, ta guezurra baliz bezala, pecatu eriozcoan ondaturic zaute: ez lengoacgatic negar, bai berriro beste asco eguiten diarduzute.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Eta cer da au, ezpada adierazotzea, atseguiñ dezuela Christo gure Jauna illic icustea: badiozue, ondo dagocala, il dedilla, naibadeu, ala nai dezuela, ta naiz eztanda daguiela, baita il ere dedilla dolorez, ta miñez Virgiña guciz santea.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Bay bai, badira emen asco onezaz alegratzen diranac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Cergatic? cergatic eztan bere biotza dolorez urratzen, ta bere bularra golpez zatitzen deuanic: cergatic eztan negar eguiten deuanic Christo illic, ta Virgiña dolorez icusiaren damuz, ta urriquemenduz.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Ta possible ote da, au esan dedilla eguiaz, ta zeuen biotzac icararic artu eztezaela? nai ote dezue, ots deshonragarri au zuecgatic banatzea, ta zeuen contura joan ditezen Christoren eriotzea, ta bere amaren doloreac? ez arren, neure christau onac, ez Christoren odolagatic, ez Ama Virgiñaren doloreacgatic.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Bada, ene christauac, cer juicio zuezaz eguin aldaguiquet adiuntza onetan? Icusten dezue, Virgiña doloreen gueieguiaz ozta bici dala, cerren bere seme bacarrari bicia quendu dioen.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Otsa banatu da munduan, il deueela zuen pecatuacgatic, eztira oec edo- ceiñ moduzco esamesanac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Eta dalaric au eguia, eztezue arduraric artzen, ta guezurra baliz bezala, pecatu eriozcoan ondaturic zaute: ez lengoacgatic negar, bai berriro beste asco eguiten diarduzute.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Eta cer da au, ezpada adierazotzea, atseguiñ dezuela Christo gure Jauna illic icustea: badiozue, ondo dagocala, il dedilla, naibadeu, ala nai dezuela, ta naiz eztanda daguiela, baita il ere dedilla dolorez, ta miñez Virgiña guciz santea.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Bay bai, badira emen asco onezaz alegratzen diranac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Cergatic? cergatic eztan bere biotza dolorez urratzen, ta bere bularra golpez zatitzen deuanic: cergatic eztan negar eguiten deuanic Christo illic, ta Virgiña dolorez icusiaren damuz, ta urriquemenduz.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Ta possible ote da, au esan dedilla eguiaz, ta zeuen biotzac icararic artu eztezaela? nai ote dezue, ots deshonragarri au zuecgatic banatzea, ta zeuen contura joan ditezen Christoren eriotzea, ta bere amaren doloreac? ez arren, neure christau onac, ez Christoren odolagatic, ez Ama Virgiñaren doloreacgatic.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Bada, ene christauac, cer juicio zuezaz eguin aldaguiquet adiuntza onetan? Icusten dezue, Virgiña doloreen gueieguiaz ozta bici dala, cerren bere seme bacarrari bicia quendu dioen.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Otsa banatu da munduan, il deueela zuen pecatuacgatic, eztira oec edo- ceiñ moduzco esamesanac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Eta dalaric au eguia, eztezue arduraric artzen, ta guezurra baliz bezala, pecatu eriozcoan ondaturic zaute: ez lengoacgatic negar, bai berriro beste asco eguiten diarduzute.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Eta cer da au, ezpada adierazotzea, atseguiñ dezuela Christo gure Jauna illic icustea: badiozue, ondo dagocala, il dedilla, naibadeu, ala nai dezuela, ta naiz eztanda daguiela, baita il ere dedilla dolorez, ta miñez Virgiña guciz santea.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Bay bai, badira emen asco onezaz alegratzen diranac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Cergatic? cergatic eztan bere biotza dolorez urratzen, ta bere bularra golpez zatitzen deuanic: cergatic eztan negar eguiten deuanic Christo illic, ta Virgiña dolorez icusiaren damuz, ta urriquemenduz.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Ta possible ote da, au esan dedilla eguiaz, ta zeuen biotzac icararic artu eztezaela? nai ote dezue, ots deshonragarri au zuecgatic banatzea, ta zeuen contura joan ditezen Christoren eriotzea, ta bere amaren doloreac? ez arren, neure christau onac, ez Christoren odolagatic, ez Ama Virgiñaren doloreacgatic.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	, cerren eriotzea eracarri diozuten Virginaren seme preciatuari, aita bezaiñ Jaungoico dan guizon bati, gaitzic iñoiz ere ez, onic asco beti eguiten dizuten Jaunari quendu digozue bicia: Baña cembat bider, ceiñ maiz, ceiñ itsusqui cein gauza chiquiacgatic? oi eta non da gueure lotsea? ô gueu Adanen ondorengoen artean esquer gaistoco humeac! gueure escuan dago graciarequin batean Virgiñari bere doloreac gozatzea, ta ecartea bere atseguiñac, eta pozaldiac: jarrai daguiogun Christori, Dauidec bezala, ojuca, ta negarca; artu daguiogun gueren biotzetan betico gorroto, ta etsaigo aundi bat pecatuari.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	Orrequin emendic aurrera ezta joango gueure contura Christoren eriotzea, ta Virgiñaren doloreac: eztá len bezalaco otsic gueure contra banatuco ez ceruan ta ez lurrean.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	Zeugana gatoz gucioc, zeure amodioac gácartzi zeure óñetara: besteac artzen dituzu ondo, ez algaituzu geu botaco zeugandic.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	Eztegu mereci zeure seme alaba izatea; baña ala ere nai oi dezu dei zaguitzaten pecatarien ama.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	Gaizqui bicitu guera, Jaincoa ofenditu degu, aren legue santea autsi degu maiz: gueuc gurutzeratu degu zeure semea, gueuc záuzcatzigu ain dolorez betea.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	Barcaciozca nagoca, emen dauden gucien partez, ta barcaciozca nagotzu: uquitu eguidazu biotz au, beraa dedin, ta samur dedin; bete eguidazu pecatuaren gorrotoz, ta Jaungoicoaren amodioz.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	ô Jesus Virgiñaren semea, esan eguiozu berriro argaitzala bere semetzat: ô Maria Jesusen ama, izan zaite berriz gueure ama: izango guera zeure semeac, ez oraindaño bezala muquer, gogor, legue bague ta aiñ esquer gaistocoac, bai seme eguiazco, amoltsu, fiñ, leyal, beticoac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	Eztezu cer itandu gueiago norc zaituco zaituen; gueuc amodio aundiarequin, gueuc asnase, indar, bici guciarequin, emen diraugun artean graciaz, ta guero ceruan gloriaz.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	, cerren eriotzea eracarri diozuten Virginaren seme preciatuari, aita bezaiñ Jaungoico dan guizon bati, gaitzic iñoiz ere ez, onic asco beti eguiten dizuten Jaunari quendu digozue bicia: Baña cembat bider, ceiñ maiz, ceiñ itsusqui cein gauza chiquiacgatic? oi eta non da gueure lotsea? ô gueu Adanen ondorengoen artean esquer gaistoco humeac! gueure escuan dago graciarequin batean Virgiñari bere doloreac gozatzea, ta ecartea bere atseguiñac, eta pozaldiac: jarrai daguiogun Christori, Dauidec bezala, ojuca, ta negarca; artu daguiogun gueren biotzetan betico gorroto, ta etsaigo aundi bat pecatuari.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	Orrequin emendic aurrera ezta joango gueure contura Christoren eriotzea, ta Virgiñaren doloreac: eztá len bezalaco otsic gueure contra banatuco ez ceruan ta ez lurrean.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	Zeugana gatoz gucioc, zeure amodioac gácartzi zeure óñetara: besteac artzen dituzu ondo, ez algaituzu geu botaco zeugandic.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	Eztegu mereci zeure seme alaba izatea; baña ala ere nai oi dezu dei zaguitzaten pecatarien ama.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	Gaizqui bicitu guera, Jaincoa ofenditu degu, aren legue santea autsi degu maiz: gueuc gurutzeratu degu zeure semea, gueuc záuzcatzigu ain dolorez betea.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	Barcaciozca nagoca, emen dauden gucien partez, ta barcaciozca nagotzu: uquitu eguidazu biotz au, beraa dedin, ta samur dedin; bete eguidazu pecatuaren gorrotoz, ta Jaungoicoaren amodioz.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	ô Jesus Virgiñaren semea, esan eguiozu berriro argaitzala bere semetzat: ô Maria Jesusen ama, izan zaite berriz gueure ama: izango guera zeure semeac, ez oraindaño bezala muquer, gogor, legue bague ta aiñ esquer gaistocoac, bai seme eguiazco, amoltsu, fiñ, leyal, beticoac.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	Eztezu cer itandu gueiago norc zaituco zaituen; gueuc amodio aundiarequin, gueuc asnase, indar, bici guciarequin, emen diraugun artean graciaz, ta guero ceruan gloriaz.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	, cerren eriotzea eracarri diozuten Virginaren seme preciatuari, aita bezaiñ Jaungoico dan guizon bati, gaitzic iñoiz ere ez, onic asco beti eguiten dizuten Jaunari quendu digozue bicia: Baña cembat bider, ceiñ maiz, ceiñ itsusqui cein gauza chiquiacgatic? oi eta non da gueure lotsea? ô gueu Adanen ondorengoen artean esquer gaistoco humeac! gueure escuan dago graciarequin batean Virgiñari bere doloreac gozatzea, ta ecartea bere atseguiñac, eta pozaldiac: jarrai daguiogun Christori, Dauidec bezala, ojuca, ta negarca; artu daguiogun gueren biotzetan betico gorroto, ta etsaigo aundi bat pecatuari.
ez	ez	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	Orrequin emendic aurrera ezta joango gueure contura Christoren eriotzea, ta Virgiñaren doloreac: eztá len bezalaco otsic gueure contra banatuco ez ceruan ta ez lurrean.
